#	startTime:1574131408895
#	SiteID:5dbc1d84c1eb61796cf7c010	SiteName:杭州大悦城	FloorId:5dbc1d84c1eb61796cf7c020	FloorName:F1
#	Brand:OPPO	Model:PBCM10	AndroidName:8.1.0	APILevel:27	
#	type:1	name:BMI160 Accelerometer	version:2062600	vendor:BOSCH	resolution:0.0023956299	power:0.18	maximumRange:39.22661
#	type:4	name:BMI160 Gyroscope	version:2062600	vendor:BOSCH	resolution:0.0010681152	power:0.9	maximumRange:34.906586
#	type:2	name:AK09911 Magnetometer	version:1	vendor:AKM	resolution:0.5996704	power:2.4	maximumRange:4911.9995
#	type:35	name:BMI160 Accelerometer Uncalibrated	version:2062600	vendor:BOSCH	resolution:0.0023956299	power:0.18	maximumRange:39.22661
#	type:16	name:BMI160 Gyroscope Uncalibrated	version:2062600	vendor:BOSCH	resolution:0.0010681152	power:0.9	maximumRange:34.906586
#	type:14	name:AK09911 Magnetometer Uncalibrated	version:1	vendor:AKM	resolution:0.5996704	power:2.4	maximumRange:4911.9995
#	VersionName:v20191105-nightly-16-gcd7805b	VersionCode:403	
1574131408900	TYPE_DIST1	-0.06866455	-8.615875	-23.496246
1574131408900	TYPE_DIST2	0.6038829	1.6103998	1.3829612
1574131408903	TYPE_WAYPOINT	147.09608	117.36737
1574131408961	TYPE_SENSOR_MAGNETIC_FIELD_ACCURACY_CHANGED	3
1574131409021	TYPE_ACCELEROMETER	-0.83288574	-0.20591736	13.566849	2
1574131409021	TYPE_MAGNETIC_FIELD	15.193176	40.293884	-26.513672	3
1574131409021	TYPE_GYROSCOPE	0.24142456	-0.042922974	0.072631836	3
1574131409021	TYPE_ROTATION_VECTOR	0.0060806503	0.037335575	0.17461355	3
1574131409021	TYPE_MAGNETIC_FIELD_UNCALIBRATED	-4.8568726	51.338196	-345.88165	-20.050049	11.044312	-319.36798	3
1574131409021	TYPE_GYROSCOPE_UNCALIBRATED	0.24404907	-0.04460144	0.069610596	0.0026245117	-0.0016784668	-0.0030212402	3
1574131409021	TYPE_ACCELEROMETER_UNCALIBRATED	-0.6940155	-0.15504456	13.718292	0.0	0.0	0.0	3
1574131409041	TYPE_ACCELEROMETER	-1.0657196	-0.3453827	12.416443	2
1574131409041	TYPE_MAGNETIC_FIELD	15.193176	39.59961	-27.183533	3
1574131409041	TYPE_GYROSCOPE	0.53279114	-0.023208618	0.042266846	3
1574131409041	TYPE_ROTATION_VECTOR	0.0059312833	0.037296485	0.17533138	3
1574131409041	TYPE_MAGNETIC_FIELD_UNCALIBRATED	-4.8568726	50.64392	-346.5515	-20.050049	11.044312	-319.36798	3
1574131409041	TYPE_GYROSCOPE_UNCALIBRATED	0.53541565	-0.024887085	0.039245605	0.0026245117	-0.0016784668	-0.0030212402	3
1574131409041	TYPE_ACCELEROMETER_UNCALIBRATED	-0.9633789	-0.25619507	13.15744	0.0	0.0	0.0	3
1574131409061	TYPE_ACCELEROMETER	-1.4080963	-0.55130005	10.292191	2
1574131409061	TYPE_MAGNETIC_FIELD	15.887451	41.68091	-26.513672	3
1574131409061	TYPE_GYROSCOPE	0.8417053	0.022064209	0.05558777	3
1574131409061	TYPE_ROTATION_VECTOR	0.0076715704	0.04033556	0.17486258	3
1574131409061	TYPE_MAGNETIC_FIELD_UNCALIBRATED	-4.1625977	52.72522	-345.88165	-20.050049	11.044312	-319.36798	3
1574131409061	TYPE_GYROSCOPE_UNCALIBRATED	0.84432983	0.020385742	0.05256653	0.0026245117	-0.0016784668	-0.0030212402	3
1574131409061	TYPE_ACCELEROMETER_UNCALIBRATED	-1.2117615	-0.48425293	11.439606	0.0	0.0	0.0	3
1574131409081	TYPE_ACCELEROMETER	-1.7941589	-0.67100525	8.416931	2
1574131409081	TYPE_MAGNETIC_FIELD	17.274475	40.293884	-27.183533	3
1574131409081	TYPE_GYROSCOPE	0.9508972	-0.018417358	0.08753967	3
1574131409081	TYPE_ROTATION_VECTOR	0.010475568	0.045929547	0.17316936	3
1574131409081	TYPE_MAGNETIC_FIELD_UNCALIBRATED	-2.7755737	51.338196	-346.5515	-20.050049	11.044312	-319.36798	3
1574131409081	TYPE_GYROSCOPE_UNCALIBRATED	0.9535217	-0.020095825	0.08451843	0.0026245117	-0.0016784668	-0.0030212402	3
1574131409081	TYPE_ACCELEROMETER_UNCALIBRATED	-1.6271667	-0.5710449	9.22258	0.0	0.0	0.0	3
1574131409101	TYPE_ACCELEROMETER	-1.7989502	-0.8643341	7.2683105	2
1574131409101	TYPE_MAGNETIC_FIELD	16.581726	39.59961	-28.52478	3
1574131409101	TYPE_GYROSCOPE	0.8182831	-0.14839172	0.14506531	3
1574131409101	TYPE_ROTATION_VECTOR	0.011601621	0.050813496	0.17128406	3
1574131409101	TYPE_MAGNETIC_FIELD_UNCALIBRATED	-3.4683228	50.64392	-347.89276	-20.050049	11.044312	-319.36798	3
1574131409101	TYPE_GYROSCOPE_UNCALIBRATED	0.8209076	-0.15007019	0.14204407	0.0026245117	-0.0016784668	-0.0030212402	3
1574131409101	TYPE_ACCELEROMETER_UNCALIBRATED	-1.8360596	-0.7931061	7.7932434	0.0	0.0	0.0	3
1574131409121	TYPE_ACCELEROMETER	-1.6912079	-0.91342163	6.7619324	2
1574131409121	TYPE_MAGNETIC_FIELD	16.581726	38.905334	-28.52478	3
1574131409121	TYPE_GYROSCOPE	0.5636749	-0.29060364	0.16903687	3
1574131409121	TYPE_ROTATION_VECTOR	0.010725035	0.053065144	0.17014782	3
1574131409121	TYPE_MAGNETIC_FIELD_UNCALIBRATED	-3.4683228	49.949646	-347.89276	-20.050049	11.044312	-319.36798	3
1574131409121	TYPE_GYROSCOPE_UNCALIBRATED	0.56629944	-0.2922821	0.16601562	0.0026245117	-0.0016784668	-0.0030212402	3
1574131409121	TYPE_ACCELEROMETER_UNCALIBRATED	-1.7151489	-0.92359924	6.8409424	0.0	0.0	0.0	3
1574131409141	TYPE_ACCELEROMETER	-1.9294281	-0.6656189	7.0085297	2
1574131409141	TYPE_MAGNETIC_FIELD	17.274475	37.51831	-30.535889	3
1574131409141	TYPE_GYROSCOPE	0.29629517	-0.2996521	0.16371155	3
1574131409141	TYPE_ROTATION_VECTOR	0.008485193	0.05501375	0.16894223	3
1574131409141	TYPE_MAGNETIC_FIELD_UNCALIBRATED	-2.7755737	48.562622	-349.90387	-20.050049	11.044312	-319.36798	3
1574131409141	TYPE_GYROSCOPE_UNCALIBRATED	0.29891968	-0.30133057	0.16069031	0.0026245117	-0.0016784668	-0.0030212402	3
1574131409141	TYPE_ACCELEROMETER_UNCALIBRATED	-1.8384552	-0.77874756	6.9522705	0.0	0.0	0.0	3
1574131409160	TYPE_ACCELEROMETER	-1.5679016	-0.42201233	6.879242	2
1574131409160	TYPE_MAGNETIC_FIELD	17.274475	36.824036	-29.864502	3
1574131409160	TYPE_GYROSCOPE	0.21479797	-0.16062927	0.20365906	3
1574131409160	TYPE_ROTATION_VECTOR	0.006646887	0.057723057	0.16840719	3
1574131409160	TYPE_MAGNETIC_FIELD_UNCALIBRATED	-2.7755737	47.868347	-349.23248	-20.050049	11.044312	-319.36798	3
1574131409160	TYPE_GYROSCOPE_UNCALIBRATED	0.21742249	-0.16230774	0.20063782	0.0026245117	-0.0016784668	-0.0030212402	3
1574131409160	TYPE_ACCELEROMETER_UNCALIBRATED	-1.7989502	-0.582428	6.9163513	0.0	0.0	0.0	3
1574131409228	TYPE_WIFI		04:40:a9:52:67:32	-44	2437	1574131407346
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:52:67:30	-45	2437	1574131407345
1574131409228	TYPE_WIFI		04:40:a9:52:67:31	-45	2437	1574131407345
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:a1:88:c0	-48	5220	1574131404126
1574131409228	TYPE_WIFI		04:40:a9:a1:88:c1	-48	5220	1574131404127
1574131409228	TYPE_WIFI		04:40:a9:a1:88:c2	-48	5220	1574131404128
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:a0:a0:40	-49	5180	1574131407834
1574131409228	TYPE_WIFI		04:40:a9:a0:a0:41	-49	5180	1574131407835
1574131409228	TYPE_WIFI		04:40:a9:a0:a0:42	-49	5180	1574131407835
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:52:6c:90	-52	5180	1574131404007
1574131409228	TYPE_WIFI		04:40:a9:52:6c:91	-52	5180	1574131404007
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:a0:a0:52	-52	2437	1574131403524
1574131409228	TYPE_WIFI		04:40:a9:a0:a0:50	-52	2437	1574131403524
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:52:62:c0	-53	5745	1574131404267
1574131409228	TYPE_WIFI		04:40:a9:52:62:c1	-53	5745	1574131404268
1574131409228	TYPE_WIFI	1826178	a8:0c:ca:01:b0:49	-54	2422	1574131407165
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:52:67:10	-55	5745	1574131408096
1574131409228	TYPE_WIFI	Swarovski	a8:0c:ca:09:b0:49	-55	2422	1574131407150
1574131409228	TYPE_WIFI		04:40:a9:a1:88:d3	-55	2462	1574131407641
1574131409228	TYPE_WIFI		04:40:a9:52:54:11	-56	2472	1574131401618
1574131409228	TYPE_WIFI		04:40:a9:52:67:11	-56	5745	1574131408097
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:a1:8b:a0	-56	5260	1574131408436
1574131409228	TYPE_WIFI		04:40:a9:a1:8b:a1	-56	5260	1574131408437
1574131409228	TYPE_WIFI		04:40:a9:a1:8b:a2	-56	5260	1574131408437
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:a1:88:d2	-56	2462	1574131407641
1574131409228	TYPE_WIFI		04:40:a9:52:62:e2	-56	2412	1574131403188
1574131409228	TYPE_WIFI		04:40:a9:52:62:e1	-56	2412	1574131403187
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:52:62:e0	-56	2412	1574131403187
1574131409228	TYPE_WIFI		04:40:a9:52:62:d1	-57	5220	1574131404123
1574131409228	TYPE_WIFI		e6:cb:ac:8f:1b:13	-57	5805	1574131404449
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:52:62:d0	-57	5220	1574131404123
1574131409228	TYPE_WIFI		04:40:a9:52:54:12	-57	2472	1574131401618
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:a1:85:e0	-57	5745	1574131408084
1574131409228	TYPE_WIFI		04:40:a9:a1:85:e2	-57	5745	1574131408086
1574131409228	TYPE_WIFI		04:40:a9:a1:85:e1	-57	5745	1574131408085
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:a1:82:20	-58	5180	1574131407855
1574131409228	TYPE_WIFI		04:40:a9:a1:82:21	-58	5180	1574131407855
1574131409228	TYPE_WIFI		04:40:a9:a1:82:22	-58	5180	1574131407856
1574131409228	TYPE_WIFI		e2:cb:ac:8f:1b:13	-59	5805	1574131408321
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:a1:8f:60	-59	5300	1574131402569
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:a1:82:32	-59	2412	1574131407036
1574131409228	TYPE_WIFI		04:40:a9:a1:06:13	-59	2412	1574131385572
1574131409228	TYPE_WIFI		04:40:a9:a1:88:d0	-59	2462	1574131403831
1574131409228	TYPE_WIFI		04:40:a9:52:62:b2	-59	2412	1574131383010
1574131409228	TYPE_WIFI		04:40:a9:a1:82:33	-59	2412	1574131407036
1574131409228	TYPE_WIFI		04:40:a9:a1:82:30	-59	2412	1574131407036
1574131409228	TYPE_WIFI	Demo2	ee:cb:ac:8f:1b:13	-60	5805	1574131408298
1574131409228	TYPE_WIFI	Demo1	ea:cb:ac:8f:1b:13	-60	5805	1574131408294
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:52:67:20	-60	5260	1574131408444
1574131409228	TYPE_WIFI		04:40:a9:52:67:21	-60	5260	1574131408445
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:a1:8c:c0	-60	5220	1574131396871
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:a1:6e:d2	-60	2412	1574131403210
1574131409228	TYPE_WIFI	DIRECT-70-HP M427 LaserJet	92:32:4b:83:08:70	-60	2437	1574131407345
1574131409228	TYPE_WIFI	JWHJ1234	e4:fd:a1:99:85:44	-60	2437	1574131396232
1574131409228	TYPE_WIFI		04:40:a9:52:6c:a2	-60	2462	1574131407653
1574131409228	TYPE_WIFI		f2:cb:ac:8f:1b:13	-61	5805	1574131408299
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:52:63:60	-61	5260	1574131408414
1574131409228	TYPE_WIFI		04:40:a9:52:63:61	-61	5260	1574131408414
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:a1:8a:e0	-61	5300	1574131408722
1574131409228	TYPE_WIFI		04:40:a9:a1:8a:e1	-61	5300	1574131408723
1574131409228	TYPE_WIFI		04:40:a9:a1:8a:e2	-61	5300	1574131408724
1574131409228	TYPE_WIFI		04:40:a9:a1:8b:b3	-61	2437	1574131403502
1574131409228	TYPE_WIFI	ChinaNet-Tf4x	14:09:dc:38:b2:3c	-61	2437	1574131391104
1574131409228	TYPE_WIFI		04:40:a9:a1:8c:f0	-61	2412	1574131385555
1574131409228	TYPE_WIFI		04:40:a9:a1:06:10	-61	2412	1574131390796
1574131409228	TYPE_WIFI		04:40:a9:a1:6e:d3	-62	2412	1574131400878
1574131409228	TYPE_WIFI		04:40:a9:a1:8b:b0	-62	2437	1574131401225
1574131409228	TYPE_WIFI		04:40:a9:a1:8a:f3	-62	2462	1574131394055
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:a1:8b:b2	-62	2437	1574131401225
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:52:63:70	-62	2437	1574131380702
1574131409228	TYPE_WIFI		04:40:a9:52:6c:a1	-62	2462	1574131407652
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:52:6c:a0	-62	2462	1574131407648
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:a1:07:80	-63	5300	1574131408684
1574131409228	TYPE_WIFI		04:40:a9:a0:a0:53	-63	2437	1574131407329
1574131409228	TYPE_WIFI		04:40:a9:a1:6e:d0	-63	2412	1574131398355
1574131409228	TYPE_WIFI		04:40:a9:52:63:71	-63	2437	1574131380703
1574131409228	TYPE_WIFI	.0	58:b6:33:6d:35:e8	-64	2427	1574131407209
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:52:53:f0	-64	5785	1574131408208
1574131409228	TYPE_WIFI		04:40:a9:52:53:f1	-64	5785	1574131408210
1574131409228	TYPE_WIFI		04:40:a9:52:6c:81	-64	5785	1574131408212
1574131409228	TYPE_WIFI	JOY CITY	04:40:a9:a1:3c:60	-64	5745	1574131404257
